gene	I	II	III	IV
USP4	0	0	0	0
GPX1	0	0	0	0
RHOA	0	0	0	0
TCTA	0	0	0	0
AMT	0	0	0	0
NICN1	0	0	0	0
DAG1	0	0	0	0
BSN-AS2	0	0	0	0
BSN	0	0	0	0
APEH	0	0	0	0
MST1	0	0	0	0
RNF123	0	0	0	0
AMIGO3	0	0	0	0
GMPPB	0	0	0	0
IP6K1	0	0	0	0
CDHR4	0	0	0	0
FAM212A	0	0	0	0
MIR5193	0	0	0	0
UBA7	0	0	0	0
TRAIP	0	0	1.7241	0
CAMKV	0	0	1.7241	0
MST1R	0	0	0	0
MON1A	0	0	0	0
RBM6	0	0	0	0
RBM5	0	0	0	0
RBM5-AS1	0	0	0	0
SEMA3F	0	0	0	0
hsa-mir-566	0	0	0	0
GNAT1	0	0	0	0
SLC38A3	0	0	0	0
GNAI2	0	0	0	0
MIR5787	0	0	0	0
MIR6872	0	0	0	0
SEMA3B-AS1	0	0	0	0
SEMA3B	0	0	0	0
LSMEM2	0	0	0	0
IFRD2	0	0	0	0
HYAL3	0	0	0	0
HYAL1	0	0	0	0
NAT6	0	0	0	0
HYAL2	0	0	0	0
TUSC2	0	0	0	0
RASSF1	0	0	0	0
RASSF1-AS1	0	0	0	0
ZMYND10	0	0	0	0
NPRL2	-0	-0	-0	-0
CYB561D2	0	0	0	0
TMEM115	0	0	0	0
CACNA2D2	0	0	0	0
C3orf18	0	0	0	0
HEMK1	0	0	0	0
CISH	0	0	0	0
MAPKAPK3	0	0	0	0
DOCK3	0	0	0	0
MIR4787	0	0	0	0
MANF	0	0	0	0
RBM15B	0	0	0	0
VPRBP	0	0	0	0
RAD54L2	0	0	0	0
TEX264	0	0	0	0
GRM2	0	0	0	0
IQCF6	0	0	0	0
IQCF4	0	0	0	0
IQCF3	0	0	0	0
IQCF2	0	0	0	0
IQCF5-AS1	0	0	0	0
IQCF5	0	0	0	0
IQCF1	0	0	0	0
RRP9	0	0	0	0
PARP3	0	0	0	0
GPR62	0	0	0	0
PCBP4	0	0	0	0
ABHD14B	0	0	0	0
ABHD14A-ACY1	0	0	0	0
ABHD14A	0	0	0	0
ACY1	0	0	0	0
RPL29	0	0	0	0
DUSP7	0	0	0	0
LINC00696	0	0	0	0
POC1A	0	1.1628	0	0
ALAS1	0	0	0	0
TLR9	0	0	0	0
TWF2	0	0	0	0
PPM1M	0	0	0	0
WDR82	0	0	0	0
MIRLET7G	0	0	0	0
GLYCTK	0	0	0	0
MIR135A1	0	0	0	0
DNAH1	0	0	1.7241	0
BAP1	0	0	0	0
PHF7	0	0	0	0
SEMA3G	0	0	0	0
TNNC1	0	0	0	0
NISCH	0	0	0	0
STAB1	0	0	0	0
NT5DC2	0	0	0	0
SMIM4	0	0	0	0
PBRM1	0	1.1628	0	0
GNL3	0	1.1628	0	0
SNORD19B	0	1.1628	0	0
SNORD19	0	1.1628	0	0
SNORD69	0	1.1628	0	0
GLT8D1	0	1.1628	0	0
SPCS1	0	0	0	0
NEK4	0	0	0	0
ITIH1	0	0	0	0
ITIH3	0	0	0	0
ITIH4	0	0	0	0
MUSTN1	0	0	0	0
TMEM110-MUSTN1	0	0	0	0
TMEM110	0	0	0	0
MIR8064	0	0	0	0
SFMBT1	0	0	0	0
RFT1	0	0	0	0
PRKCD	0	0	0	0
TKT	0	0	0	0
DCP1A	0	0	0	0
CACNA1D	0	0	0	0
CHDH	0	0	0	0
IL17RB	0	0	0	0
ACTR8	0	0	0	0
SELK	0	0	0	0
CACNA2D3	0	1.1628	0	0
ESRG	0	0	0	0
CACNA2D3-AS1	0	1.1628	0	0
LRTM1	0	1.1628	0	0
WNT5A	0	1.1628	1.7241	0
ERC2	0	1.1628	1.7241	0
ERC2-IT1	0	0	0	0
MIR3938	0	0	1.7241	0
CCDC66	0	0	1.7241	0
FAM208A	0	0	1.7241	0
ARHGEF3	0	1.1628	3.4483	0
ARHGEF3-AS1	0	0	1.7241	0
SPATA12	0	0	1.7241	0
IL17RD	0	0	1.7241	0
HESX1	0	0	1.7241	0
APPL1	0	1.1628	0	0
ASB14	0	1.1628	0	0
DNAH12	0	1.1628	0	0
PDE12	0	1.1628	0	0
ARF4	0	0	0	0
DENND6A	0	0	0	0
SLMAP	0	1.1628	0	0
FLNB	0	0	0	0
DNASE1L3	0	0	0	0
ABHD6	0	0	0	0
RPP14	0	0	0	0
PXK	0	0	0	0
PDHB	0	0	0	0
KCTD6	0	0	0	0
ACOX2	0	0	0	0
FAM107A	0	0	0	0
FAM3D	0	0	0	0
C3orf67	0	0	0	0
RP11-147N17.1	0	0	0	0
FHIT	1.1628	1.1628	0	3.5088
PTPRG	1.1628	0	0	3.5088
PTPRG-AS1	1.1628	0	0	3.5088
C3orf14	1.1628	0	0	3.5088
FEZF2	1.1628	0	0	3.5088
CADPS	1.1628	1.1628	0	3.5088
LINC00698	1.1628	0	0	3.5088
SYNPR	1.1628	0	0	3.5088
SYNPR-AS1	1.1628	0	0	3.5088
SNTN	1.1628	0	0	3.5088
C3orf49	0	0	0	3.5088
THOC7	0	0	0	3.5088
THOC7-AS1	0	0	0	3.5088
ATXN7	0	0	0	3.5088
PSMD6-AS2	0	0	0	3.5088
PSMD6	0	0	0	3.5088
PRICKLE2-AS1	0	0	0	3.5088
LINC00994	0	0	0	3.5088
PRICKLE2	0	0	0	3.5088
PRICKLE2-AS2	0	0	0	3.5088
PRICKLE2-AS3	0	0	0	3.5088
ADAMTS9	0	0	0	3.5088
RP11-14D22.5	0	0	0	3.5088
ADAMTS9-AS2	0	0	0	3.5088
MIR548A2	0	0	0	3.5088
MAGI1	1.1628	1.1628	0	1.7544
MAGI1-AS1	0	0	0	1.7544
SLC25A26	0	1.1628	0	1.7544
LRIG1	0	1.1628	0	1.7544
KBTBD8	0	0	0	1.7544
MIR4272	0	0	0	1.7544
SUCLG2	0	0	0	1.7544
SUCLG2-AS1	0	0	0	1.7544
FAM19A1	0	0	0	1.7544
FAM19A4	0	0	0	1.7544
EOGT	0	0	0	1.7544
TMF1	0	0	0	1.7544
MIR3136	0	0	0	1.7544
UBA3	0	0	0	1.7544
ARL6IP5	0	0	0	1.7544
LMOD3	0	0	0	1.7544
FRMD4B	0	0	0	1.7544
MITF	1.1628	1.1628	0	1.7544
LINC01212	1.1628	1.1628	0	1.7544
FOXP1	3.4884	1.1628	1.7241	1.7544
MIR1284	1.1628	0	1.7241	1.7544
EIF4E3	1.1628	0	1.7241	1.7544
GPR27	1.1628	0	1.7241	1.7544
PROK2	1.1628	0	1.7241	1.7544
LINC00877	1.1628	0	1.7241	1.7544
LINC00870	1.1628	0	1.7241	1.7544
RYBP	1.1628	0	0	1.7544
SHQ1	1.1628	0	0	1.7544
GXYLT2	1.1628	0	0	1.7544
PPP4R2	1.1628	0	0	1.7544
EBLN2	1.1628	0	0	1.7544
PDZRN3	1.1628	0	0	1.7544
CNTN3	1.1628	0	0	1.7544
MIR4444-1|chr3	1.1628	0	0	1.7544
FAM86DP	0	0	0	1.7544
FLJ20518	0	0	0	1.7544
FRG2C	0	0	0	1.7544
LINC00960	0	0	0	1.7544
MIR1324	0	0	0	1.7544
MIR4273	0	0	0	1.7544
ZNF717	0	0	0	1.7544
ROBO2	0	1.1628	0	1.7544
ROBO1	0	0	0	1.7544
LOC101927374	0	0	0	1.7544
GBE1	0	1.1628	0	0
LINC00971	0	1.1628	0	0
CADM2	0	1.1628	0	0
MIR5688	0	0	0	0
CADM2-AS2	0	0	0	0
RNU6-69P	0	0	0	0
VGLL3	0	0	0	0
LINC00506	0	0	0	0
CHMP2B	0	0	0	1.7544
MIR4795	0	0	0	1.7544
POU1F1	0	0	0	1.7544
HTR1F	0	0	0	1.7544
CGGBP1	0	0	0	1.7544
ZNF654	0	0	0	0
C3orf38	0	0	0	0
EPHA3	1.1628	0	0	1.7544
ARL13B	1.1628	0	0	1.7544
PROS1	1.1628	0	0	1.7544
STX19	1.1628	0	0	1.7544
DHFRL1	1.1628	0	0	0
NSUN3	1.1628	0	0	0
LINC00879	1.1628	0	0	1.7544
MTHFD2P1	1.1628	0	0	1.7544
MIR8060	1.1628	0	0	0
EPHA6	1.1628	1.1628	0	0
ARL6	0	0	0	0
CRYBG3	0	0	0	0
MINA	0	0	0	0
GABRR3	1.1628	0	0	0
OR5AC2	0	0	0	0
OR5H1	0	0	0	0
OR5H14	0	0	0	0
OR5H15	0	0	0	0
OR5H6	0	0	0	0
OR5H2	0	0	0	0
OR5K4	0	0	0	0
OR5K3	0	0	0	0
OR5K1	0	1.1628	0	0
OR5K2	0	1.1628	0	0
CLDND1	0	0	0	0
GPR15	0	0	0	0
CPOX	0	0	0	0
ST3GAL6-AS1	0	0	0	0
ST3GAL6	0	0	0	0
DCBLD2	0	0	0	0
MIR548G	0	0	0	0
COL8A1	0	0	0	0
CMSS1	0	0	0	0
HP09053	0	0	0	0
FILIP1L	0	0	0	0
MIR3921	0	0	0	0
TMEM30C	0	0	0	0
TBC1D23	0	0	0	0
NIT2	0	0	0	0
TOMM70A	0	0	0	0
LNP1	0	0	0	0
TMEM45A	0	0	0	0
GPR128	0	0	0	0
TFG	0	0	0	0
ABI3BP	0	0	0	0
IMPG2	0	0	0	0
SENP7	0	0	0	0
FAM172BP	0	0	0	0
TRMT10C	0	0	0	0
PCNP	0	0	0	0
ZBTB11	0	0	0	0
ZBTB11-AS1	0	0	0	0
RPL24	0	0	0	0
PDCL3P4	0	0	0	0
CEP97	0	0	1.7241	0
NXPE3	0	0	1.7241	0
NFKBIZ	0	0	1.7241	0
LOC152225	0	0	1.7241	0
ZPLD1	0	0	0	0
MIR548A3	0	0	0	0
ALCAM	0	0	0	0
CBLB	0	0	0	0
LINC00882	0	0	0	0
LINC00883	0	0	0	0
CCDC54	0	0	0	0
RP11-115H18.1	0	0	0	0
BBX	0	0	0	0
LINC00635	0	0	0	0
LINC00636	0	0	0	0
CD47	1.1628	0	0	0
LINC01215	1.1628	0	0	0
IFT57	1.1628	1.1628	0	0
HHLA2	0	1.1628	0	0
MYH15	0	1.1628	0	0
KIAA1524	0	0	0	0
DZIP3	0	0	0	0
RETNLB	1.1628	0	0	0
TRAT1	1.1628	0	0	0
DPPA2	1.1628	0	0	0
FLJ22763	1.1628	0	0	0
GUCA1C	1.1628	0	0	0
LINC00488	1.1628	0	0	0
MORC1	1.1628	0	0	0
DPPA4	0	0	0	0
LINC01205	0	0	0	0
PVRL3-AS1	0	0	0	0
PVRL3	0	0	0	0
CD96	0	0	0	0
ZBED2	0	0	0	0
PLCXD2	0	0	0	0
PHLDB2	0	0	0	0
ABHD10	0	0	0	0
TAGLN3	0	0	0	0
TMPRSS7	0	0	0	0
C3orf52	0	0	0	0
MIR567	0	0	0	0
GCSAM	0	0	0	0
SLC9C1	0	0	0	0
CD200	0	0	0	0
BTLA	0	0	0	0
ATG3	0	0	0	0
SLC35A5	0	0	0	0
CCDC80	0	0	0	0
LOC100506621	0	0	0	0
RP11-572C15.5	0	0	0	0
CD200R1L	0	0	0	0
CD200R1	0	0	0	0
GTPBP8	0	0	0	0
C3orf17	0	0	0	0
RP11-572M11.3	0	0	0	0
BOC	0	0	0	0
WDR52	0	0	0	0
WDR52-AS1	0	0	0	0
MIR8076	0	0	0	0
SPICE1	0	0	0	0
SIDT1	0	0	0	0
MIR4446	0	0	0	0
KIAA2018	0	0	0	0
NAA50	0	0	0	0
ATP6V1A	0	0	0	0
GRAMD1C	0	0	0	0
ZDHHC23	0	0	0	0
KIAA1407	0	0	0	0
QTRTD1	0	0	0	0
DRD3	0	0	0	0
ZNF80	0	0	0	0
TIGIT	0	0	0	0
MIR568	0	0	0	0
ZBTB20	0	0	1.7241	1.7544
ZBTB20-AS1	0	0	0	0
MIR4796	0	0	1.7241	0
GAP43	0	1.1628	0	0
LSAMP	0	1.1628	0	0
LSAMP-AS1	0	1.1628	0	0
TUSC7	0	1.1628	0	0
IGSF11	0	1.1628	0	0
IGSF11-AS1	0	1.1628	0	0
C3orf30	0	1.1628	0	0
UPK1B	0	1.1628	0	0
B4GALT4	0	1.1628	0	0
ARHGAP31	0	1.1628	0	0
TMEM39A	0	1.1628	0	0
POGLUT1	0	1.1628	0	0
TIMMDC1	0	1.1628	0	0
CD80	0	1.1628	0	0
ADPRH	0	1.1628	0	0
PLA1A	0	1.1628	0	0
POPDC2	0	1.1628	0	0
COX17	0	1.1628	0	0
MAATS1	0	1.1628	0	0
NR1I2	0	1.1628	0	0
GSK3B	-0	-1.1628	-0	-0
GPR156	0	1.1628	0	0
LRRC58	0	1.1628	0	0
FSTL1	0	1.1628	0	0
MIR198	0	1.1628	0	0
NDUFB4	0	1.1628	0	0
HGD	0	1.1628	0	0
RABL3	0	1.1628	0	0
GTF2E1	0	1.1628	0	0
STXBP5L	0	1.1628	0	0
POLQ	0	1.1628	0	0
ARGFX	0	1.1628	0	0
FBXO40	0	1.1628	0	0
GOLGB1	0	1.1628	0	0
HCLS1	0	1.1628	0	0
IQCB1	0	1.1628	0	0
EAF2	0	1.1628	0	0
SLC15A2	0	1.1628	0	0
ILDR1	0	1.1628	0	0
CD86	0	1.1628	0	0
CASR	1.1628	1.1628	0	0
CSTA	1.1628	1.1628	0	0
CCDC58	1.1628	1.1628	0	0
FAM162A	1.1628	1.1628	0	0
WDR5B	0	1.1628	0	0
KPNA1	0	1.1628	0	0
PARP9	0	1.1628	0	0
DTX3L	0	1.1628	0	0
PARP15	0	1.1628	0	0
PARP14	0	1.1628	0	0
HSPBAP1	0	1.1628	0	0
DIRC2	0	1.1628	0	0
LOC100129550	0	1.1628	0	0
SEMA5B	0	1.1628	0	0
PDIA5	0	1.1628	0	0
MIR7110	0	1.1628	0	0
SEC22A	0	1.1628	0	0
ADCY5	0	1.1628	0	0
PTPLB	0	1.1628	0	0
MYLK-AS1	0	1.1628	0	0
MYLK	0	1.1628	0	0
CCDC14	0	1.1628	0	0
ROPN1	0	1.1628	0	0
KALRN	0	1.1628	0	0
MIR5002	0	1.1628	0	0
MIR6083	0	1.1628	0	0
UMPS	0	1.1628	0	0
hsa-mir-544b	0	1.1628	0	0
ITGB5	0	1.1628	0	0
MUC13	0	1.1628	0	0
HEG1	0	1.1628	0	0
SLC12A8	0	1.1628	0	0
MIR5092	0	1.1628	0	0
ZNF148	0	1.1628	0	0
SNX4	0	1.1628	0	0
OSBPL11	0	1.1628	0	0
MIR548I1	0	1.1628	0	0
ALG1L	0	1.1628	0	0
FAM86JP	0	1.1628	0	0
ROPN1B	0	1.1628	0	0
SLC41A3	0	1.1628	1.7241	0
ALDH1L1-AS1	0	1.1628	1.7241	0
ALDH1L1	0	1.1628	1.7241	0
ALDH1L1-AS2	0	1.1628	1.7241	0
KLF15	0	0	1.7241	0
CCDC37-AS1	0	0	1.7241	0
CCDC37	0	0	1.7241	0
ZXDC	0	0	1.7241	0
UROC1	0	0	1.7241	0
CHST13	0	0	1.7241	0
C3orf22	0	0	1.7241	0
TXNRD3NB	0	0	1.7241	0
TXNRD3	0	0	1.7241	0
NUP210P1	0	0	1.7241	0
CHCHD6	0	0	1.7241	0
PLXNA1	0	0	1.7241	0
C3orf56	0	0	1.7241	0
RP11-88I21.2	0	0	1.7241	0
TPRA1	0	0	0	0
MIR6825	0	0	0	0
MCM2	0	0	0	0
PODXL2	0	0	0	0
ABTB1	0	0	0	0
MGLL	0	0	0	0
KBTBD12	0	0	1.7241	0
SEC61A1	0	0	1.7241	0
RUVBL1	0	0	1.7241	0
EEFSEC	0	0	0	0
hsa-mir-1280	0	0	0	0
DNAJB8	0	0	0	0
DNAJB8-AS1	0	0	0	0
GATA2	0	0	0	0
LOC90246	0	0	0	0
C3orf27	0	0	0	0
RPN1	0	0	0	0
RAB7A	0	0	0	0
RP11-723O4.2	0	0	0	0
ACAD9	0	0	0	0
KIAA1257	0	0	0	0
EFCC1	0	0	0	0
GP9	0	0	0	0
ISY1-RAB43	0	0	0	0
RAB43	0	0	0	0
ISY1	0	0	0	0
CNBP	0	0	0	0
COPG1	0	0	0	0
MIR6826	0	0	0	0
HMCES	0	0	0	0
H1FX-AS1	0	0	0	0
H1FX	0	0	0	0
RPL32P3	0	0	0	0
SNORA7B	0	0	0	0
EFCAB12	0	0	0	1.7544
MBD4	0	0	0	1.7544
IFT122	0	0	0	1.7544
RHO	0	0	0	0
H1FOO	1.1628	0	0	0
PLXND1	1.1628	0	0	0
TMCC1	1.1628	0	1.7241	0
TMCC1-AS1	0	0	1.7241	0
TRH	0	0	0	0
ALG1L2	0	0	0	0
FAM86HP	0	0	0	0
COL6A4P2	0	0	0	0
COL6A5	0	0	0	0
COL6A6	0	0	0	0
PIK3R4	0	0	0	0
ATP2C1	0	0	0	0
ASTE1	0	0	0	0
NEK11	0	0	0	0
LOC339874	0	0	0	0
NUDT16P1	0	0	0	0
NUDT16	0	0	0	0
MRPL3	0	0	0	0
SNORA58	0	0	0	0
CPNE4	0	0	1.7241	0
MIR5704	0	0	1.7241	0
ACPP	0	0	0	0
DNAJC13	0	0	0	0
ACAD11	0	0	0	0
NPHP3-ACAD11	0	0	0	0
ACKR4	0	0	0	0
UBA5	0	0	0	0
NPHP3	0	0	0	0
NPHP3-AS1	0	0	0	0
TMEM108	0	1.1628	0	0
RP11-402L6.1	0	1.1628	0	0
BFSP2	0	1.1628	0	0
CDV3	0	1.1628	0	0
TOPBP1	0	1.1628	0	0
TF	0	1.1628	0	0
SRPRB	0	1.1628	0	0
RAB6B	0	1.1628	0	0
C3orf36	0	1.1628	1.7241	0
SLCO2A1	0	1.1628	1.7241	0
RYK	0	1.1628	3.4483	0
AMOTL2	0	1.1628	3.4483	0
MIR6827	0	1.1628	3.4483	0
MIR4788	0	0	3.4483	0
ANAPC13	0	1.1628	3.4483	0
CEP63	0	1.1628	3.4483	0
KY	0	1.1628	3.4483	0
EPHB1	0	1.1628	3.4483	0
PPP2R3A	0	1.1628	3.4483	0
MSL2	0	1.1628	3.4483	0
PCCB	0	1.1628	3.4483	0
STAG1	1.1628	1.1628	3.4483	0
SLC35G2	1.1628	1.1628	3.4483	0
NCK1-AS1	1.1628	1.1628	3.4483	0
NCK1	1.1628	1.1628	3.4483	0
IL20RB	1.1628	1.1628	3.4483	0
SOX14	1.1628	1.1628	3.4483	0
LINC01210	1.1628	1.1628	3.4483	0
CLDN18	1.1628	2.3256	3.4483	0
A4GNT	1.1628	3.4884	3.4483	0
DZIP1L	1.1628	3.4884	3.4483	0
DBR1	1.1628	2.3256	3.4483	0
ARMC8	1.1628	2.3256	3.4483	0
NME9	1.1628	2.3256	3.4483	0
MRAS	1.1628	1.1628	3.4483	0
ESYT3	1.1628	1.1628	3.4483	0
CEP70	1.1628	1.1628	3.4483	0
FAIM	1.1628	1.1628	3.4483	0
PIK3CB	1.1628	1.1628	3.4483	0
C3orf72	1.1628	1.1628	3.4483	0
FOXL2	1.1628	1.1628	3.4483	0
PRR23A	1.1628	1.1628	3.4483	0
PRR23B	1.1628	1.1628	3.4483	0
PRR23C	1.1628	1.1628	3.4483	0
BPESC1	1.1628	1.1628	3.4483	0
PISRT1	1.1628	1.1628	3.4483	0
MRPS22	1.1628	1.1628	3.4483	0
COPB2	1.1628	1.1628	3.4483	0
RBP2	1.1628	1.1628	5.1724	0
RBP1	1.1628	1.1628	5.1724	0
NMNAT3	1.1628	1.1628	5.1724	0
CLSTN2	1.1628	1.1628	3.4483	0
CLSTN2-AS1	1.1628	1.1628	3.4483	0
TRIM42	1.1628	1.1628	3.4483	0
SLC25A36	1.1628	1.1628	3.4483	0
SPSB4	1.1628	1.1628	3.4483	0
ACPL2	1.1628	1.1628	3.4483	0
ZBTB38	1.1628	1.1628	3.4483	0
RASA2	1.1628	1.1628	5.1724	0
RNF7	1.1628	1.1628	3.4483	0
GRK7	1.1628	1.1628	3.4483	0
ATP1B3	1.1628	1.1628	3.4483	0
TFDP2	1.1628	1.1628	3.4483	0
GK5	1.1628	1.1628	3.4483	0
XRN1	1.1628	1.1628	3.4483	0
ATR	1.1628	2.3256	5.1724	0
PLS1	2.3256	3.4884	5.1724	0
TRPC1	2.3256	2.3256	3.4483	0
PCOLCE2	1.1628	2.3256	3.4483	0
RP11-372E1.4	1.1628	2.3256	3.4483	0
PAQR9	1.1628	2.3256	3.4483	0
LOC100289361	1.1628	2.3256	3.4483	0
U2SURP	1.1628	2.3256	3.4483	0
CHST2	1.1628	2.3256	3.4483	0
SLC9A9-AS1	1.1628	2.3256	3.4483	0
SLC9A9	1.1628	2.3256	3.4483	0
C3orf58	1.1628	1.1628	3.4483	0
PLOD2	1.1628	1.1628	0	0
PLSCR4	1.1628	1.1628	0	0
PLSCR2	1.1628	1.1628	1.7241	0
PLSCR1	1.1628	1.1628	1.7241	0
PLSCR5	1.1628	1.1628	1.7241	0
ZIC4	2.3256	1.1628	0	0
ZIC1	2.3256	1.1628	0	0
AGTR1	2.3256	1.1628	0	0
CPB1	2.3256	1.1628	0	0
CPA3	2.3256	1.1628	0	0
GYG1	2.3256	1.1628	0	0
HLTF	2.3256	1.1628	0	0
HLTF-AS1	2.3256	1.1628	0	0
HPS3	2.3256	1.1628	0	3.5088
CP	2.3256	1.1628	0	3.5088
TM4SF18	2.3256	1.1628	0	3.5088
TM4SF1	2.3256	1.1628	1.7241	3.5088
TM4SF1-AS1	2.3256	1.1628	1.7241	3.5088
TM4SF4	2.3256	1.1628	0	3.5088
WWTR1	2.3256	1.1628	0	3.5088
WWTR1-AS1	2.3256	1.1628	0	0
COMMD2	2.3256	1.1628	0	0
ANKUB1	2.3256	1.1628	0	0
RNF13	2.3256	2.3256	0	0
PFN2	2.3256	2.3256	0	0
LOC646903	2.3256	2.3256	0	0
LINC01213	2.3256	2.3256	0	0
LINC01214	2.3256	2.3256	0	0
TSC22D2	2.3256	2.3256	0	0
SERP1	2.3256	2.3256	0	0
EIF2A	2.3256	2.3256	0	0
SELT	2.3256	2.3256	0	0
FAM194A	2.3256	2.3256	0	0
SIAH2	2.3256	2.3256	0	0
CLRN1	2.3256	2.3256	0	0
CLRN1-AS1	2.3256	2.3256	0	0
MED12L	2.3256	2.3256	0	0
GPR171	2.3256	2.3256	0	0
P2RY14	2.3256	2.3256	0	0
GPR87	2.3256	2.3256	0	0
P2RY13	2.3256	2.3256	0	0
P2RY12	2.3256	2.3256	0	0
IGSF10	2.3256	2.3256	0	0
MIR5186	2.3256	2.3256	0	0
MIR548H2	2.3256	2.3256	0	0
AADACL2	2.3256	2.3256	0	0
RP11-454C18.2	2.3256	2.3256	0	0
LOC201651	2.3256	2.3256	0	0
AADAC	2.3256	2.3256	0	0
SUCNR1	2.3256	2.3256	0	0
MBNL1-AS1	2.3256	2.3256	0	0
MBNL1	2.3256	2.3256	0	0
TMEM14E	2.3256	2.3256	0	0
P2RY1	2.3256	2.3256	0	0
RAP2B	2.3256	2.3256	0	0
C3orf79	3.4884	2.3256	0	1.7544
ARHGEF26-AS1	3.4884	2.3256	0	1.7544
ARHGEF26	3.4884	2.3256	0	1.7544
DHX36	3.4884	2.3256	0	1.7544
GPR149	3.4884	2.3256	0	1.7544
MME	3.4884	2.3256	0	1.7544
RP11-451G4.2	3.4884	2.3256	0	1.7544
PLCH1	3.4884	2.3256	0	1.7544
C3orf33	3.4884	2.3256	0	1.7544
SLC33A1	3.4884	2.3256	0	1.7544
GMPS	3.4884	2.3256	0	1.7544
KCNAB1-AS2	3.4884	2.3256	0	1.7544
KCNAB1	3.4884	2.3256	0	1.7544
KCNAB1-AS1	3.4884	2.3256	0	1.7544
SSR3	3.4884	2.3256	0	1.7544
TIPARP-AS1	3.4884	2.3256	0	1.7544
TIPARP	3.4884	2.3256	0	1.7544
LINC00886	3.4884	2.3256	0	1.7544
PA2G4P4	3.4884	2.3256	0	1.7544
LEKR1	3.4884	3.4884	0	1.7544
LINC00880	3.4884	3.4884	0	1.7544
LINC00881	3.4884	3.4884	0	1.7544
CCNL1	3.4884	3.4884	0	1.7544
VEPH1	3.4884	3.4884	0	1.7544
PTX3	3.4884	3.4884	0	1.7544
C3orf55	3.4884	3.4884	3.4483	1.7544
SHOX2	3.4884	3.4884	3.4483	1.7544
RSRC1	3.4884	3.4884	3.4483	3.5088
RP11-538P18.2	3.4884	3.4884	3.4483	1.7544
MLF1	3.4884	3.4884	3.4483	1.7544
GFM1	3.4884	3.4884	5.1724	1.7544
LXN	3.4884	3.4884	5.1724	1.7544
RARRES1	3.4884	3.4884	5.1724	1.7544
MFSD1	3.4884	3.4884	5.1724	1.7544
IQCJ-SCHIP1	3.4884	3.4884	6.8966	1.7544
IQCJ	3.4884	3.4884	5.1724	1.7544
SCHIP1	3.4884	3.4884	6.8966	1.7544
MIR3919	3.4884	3.4884	5.1724	1.7544
IL12A-AS1	3.4884	3.4884	6.8966	1.7544
IL12A	3.4884	3.4884	6.8966	1.7544
LINC01100	3.4884	3.4884	6.8966	1.7544
C3orf80	3.4884	3.4884	6.8966	1.7544
IFT80	3.4884	3.4884	6.8966	1.7544
SMC4	3.4884	3.4884	6.8966	1.7544
MIR15B	3.4884	3.4884	6.8966	1.7544
MIR16-2	3.4884	3.4884	6.8966	1.7544
TRIM59	3.4884	3.4884	6.8966	1.7544
KPNA4	3.4884	3.4884	6.8966	1.7544
SCARNA7	3.4884	3.4884	6.8966	1.7544
ARL14	3.4884	3.4884	8.6207	1.7544
PPM1L	3.4884	3.4884	6.8966	1.7544
B3GALNT1	3.4884	3.4884	6.8966	1.7544
NMD3	3.4884	3.4884	6.8966	1.7544
SPTSSB	3.4884	3.4884	6.8966	1.7544
RP11-3P17.4	3.4884	3.4884	6.8966	1.7544
OTOL1	3.4884	3.4884	6.8966	1.7544
LINC01192	3.4884	3.4884	8.6207	1.7544
hsa-mir-1263	4.6512	3.4884	8.6207	1.7544
hsa-mir-720	4.6512	3.4884	8.6207	1.7544
SI	4.6512	3.4884	8.6207	1.7544
SLITRK3	4.6512	3.4884	8.6207	1.7544
BCHE	4.6512	4.6512	8.6207	1.7544
ZBBX	5.814	3.4884	10.3448	1.7544
SERPINI2	5.814	3.4884	10.3448	1.7544
WDR49	4.6512	3.4884	10.3448	1.7544
PDCD10	4.6512	3.4884	10.3448	1.7544
SERPINI1	4.6512	3.4884	10.3448	1.7544
RP11-298O21.5	4.6512	3.4884	10.3448	1.7544
GOLIM4	4.6512	3.4884	10.3448	1.7544
EGFEM1P	5.814	3.4884	10.3448	1.7544
MIR551B	5.814	3.4884	10.3448	1.7544
RP11-368I23.2	5.814	3.4884	10.3448	1.7544
MECOM	5.814	4.6512	10.3448	1.7544
ACTRT3	5.814	4.6512	10.3448	1.7544
TERC	5.814	4.6512	10.3448	1.7544
MYNN	5.814	4.6512	10.3448	1.7544
LRRC34	5.814	3.4884	10.3448	1.7544
LRRIQ4	5.814	3.4884	10.3448	1.7544
LRRC31	5.814	3.4884	10.3448	1.7544
SAMD7	5.814	4.6512	10.3448	1.7544
LOC100128164	5.814	4.6512	10.3448	1.7544
SEC62	5.814	4.6512	10.3448	1.7544
GPR160	6.9767	3.4884	10.3448	3.5088
PHC3	6.9767	3.4884	10.3448	3.5088
PRKCI	6.9767	3.4884	10.3448	3.5088
SKIL	6.9767	3.4884	10.3448	3.5088
CLDN11	5.814	3.4884	10.3448	3.5088
MIR6828	5.814	3.4884	10.3448	3.5088
SLC7A14	5.814	3.4884	10.3448	3.5088
RPL22L1	5.814	4.6512	10.3448	1.7544
EIF5A2	5.814	4.6512	10.3448	1.7544
SLC2A2	5.814	5.814	10.3448	1.7544
TNIK	5.814	4.6512	10.3448	1.7544
MIR569	5.814	4.6512	10.3448	1.7544
PLD1	4.6512	4.6512	10.3448	1.7544
TMEM212	4.6512	3.4884	10.3448	1.7544
FNDC3B	4.6512	3.4884	10.3448	1.7544
