gene	I_gain	II_gain	III_gain	IV_gain	I_gain_ratio	II_gain_ratio	III_gain_ratio	IV_gain_ratio
CNST	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
LOC149134	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
RP11-690C23.2	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
SCCPDH	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
TFB2M	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
ZNF670-ZNF695	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ZNF695	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ZNF670	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ZNF669	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
C1orf229	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ZNF124	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
MIR3916	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
VN1R5	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ZNF496	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
NLRP3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2B11	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2W5	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
GCSAML	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
GCSAML-AS1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2C3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2G2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2G3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
LYPD8	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
MIR3124	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR11L1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR13G1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR14A16	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR14C36	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR14I1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR1C1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2AK2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2G6	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2L13	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2L1P	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2L2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2L3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2L5	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2L8	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2M1P	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2M2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2M3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2M4	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2M5	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2M7	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T10	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T11	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T12	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T27	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T29	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T33	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T34	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T35	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T4	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T5	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T6	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2T8	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR2W3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
OR6F1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
PGBD2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
SH3BP5L	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
TRIM58	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ZNF672	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ZNF692	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ACP1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
FAM110C	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
FAM150B	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SH3YL1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TMEM18	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC113607.2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LINC01115	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MYT1L	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
PXDN	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SNTG2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TPO	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MYT1L-AS1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC019118.2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TSSC1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TRAPPC12	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ADI1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RNASEH1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RNASEH1-AS1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RPS7	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
COLEC11	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ALLC	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
DCDC2C	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC107070.1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC022311.1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC108025.2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SOX11	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LINC01105	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LOC400940	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC105253.1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LOC102800315	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LOC102800314	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MIR7515	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LINC00487	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CMPK2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RSAD2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RNF144A-AS1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RNF144A	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC019048.1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LOC100506274	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC007463.2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LINC00298	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LINC00299	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AC011747.4	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
AC011747.7	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
ID2	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
KIDINS220	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MBOAT2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ASAP2	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
ITGB1BP1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CPSF3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
IAH1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ADAM17	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
YWHAQ	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TAF1B	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
GRHL1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
KLF11	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CYS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RRM2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C2orf48	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4261	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HPCAL1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
ODC1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC007249.3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SNORA80B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NOL10	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ATP6V1C2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PDIA6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC101929733	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
KCNF1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FLJ33534	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C2orf50	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PQLC3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ROCK2	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
LINC00570	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
E2F6	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
GREB1	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
MIR4429	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
NTSR2	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
LPIN1	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
hsa-mir-548s	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
MIR4262	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
AC096559.1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
TRIB2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR3125	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC100506474	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LINC00276	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM84A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NBAS	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DDX1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC101926966	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MYCNOS	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MYCN	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM49A	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RAD51AP2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
VSNL1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SMC6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GEN1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MSGN1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
KCNS3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NT5C1B-RDH14	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RDH14	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NT5C1B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4757	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
OSR1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LINC00954	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TTC32	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
WDR35	0	2	0	1	0.0000 	2.3256 	0.0000 	1.7544 
AC079145.4	0	2	0	1	0.0000 	2.3256 	0.0000 	1.7544 
MATN3	0	2	0	1	0.0000 	2.3256 	0.0000 	1.7544 
LAPTM4A	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
SDC1	1	3	1	2	1.1628 	3.4884 	1.7241 	3.5088 
PUM2	1	3	0	2	1.1628 	3.4884 	0.0000 	3.5088 
RHOB	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HS1BP3-IT1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HS1BP3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GDF7	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C2orf43	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
APOB	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC018742.1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC096570.1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
KLHL29	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ATAD2B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
UBXN2A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MFSD2B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C2orf44	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FKBP1B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SF3B6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TP53I3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PFN4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM228B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM228A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ITSN2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NCOA1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PTRHD1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CENPO	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ADCY3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DNAJC27	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DNAJC27-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EFR3B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
POMC	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DNMT3A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR1301	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DTNB	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ASXL2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
KIF3C	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RAB10	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
GAREML	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
HADHA	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
HADHB	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
GPR113	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
EPT1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
DRC1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
OTOF	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
C2orf70	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CIB4	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
KCNK3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SLC35F6	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CENPA	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
DPYSL5	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MAPRE3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TMEM214	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AGBL5-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AGBL5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
OST4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EMILIN1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
KHK	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CGREF1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ABHD1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PREB	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C2orf53	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TCF23	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
SLC5A6	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
ATRAID	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
CAD	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
SLC30A3	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
DNAJC5G	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM54	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
MPV17	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
UCN	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
GTF3C2	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
AC109828.1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
EIF2B4	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
SNX17	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
ZNF513	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
PPM1G	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
FTH1P3	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
NRBP1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
IFT172	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
KRTCAP3	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
FNDC4	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
GCKR	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
C2orf16	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
ZNF512	2	0	0	0	2.3256 	0.0000 	0.0000 	0.0000 
CCDC121	2	0	0	0	2.3256 	0.0000 	0.0000 	0.0000 
GPN1	2	0	0	0	2.3256 	0.0000 	0.0000 	0.0000 
SUPT7L	2	0	0	0	2.3256 	0.0000 	0.0000 	0.0000 
SLC4A1AP	2	0	0	0	2.3256 	0.0000 	0.0000 	0.0000 
MRPL33	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
RBKS	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
BRE-AS1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
BRE	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
MIR4263	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC093690.1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
FLJ31356	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
FOSL2	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
PLB1	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
PPP1CB	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
FAM179A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SNORD53	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SNORD92	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SPDYA	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TRMT61B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
WDR43	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C2orf71	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CLIP4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ALK	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
YPEL5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LBH	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LCLAT1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CAPN13	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GALNT14	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CAPN14	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EHD3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
XDH	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SRD5A2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MEMO1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DPY30	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SPAST	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC30A6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NLRC4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
YIPF4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
BIRC6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AL121656.5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LINC00486	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LTBP1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4765	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR558	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TTC27	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RASGRP3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM98A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MYADML	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CRIM1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC100288911	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FEZ2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
VIT	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
STRN	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
HEATR5B	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
GPATCH11	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EIF2AK2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SULT6B1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CEBPZ-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CEBPZ	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NDUFAF7	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PRKD3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
QPCT	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CDC42EP3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LINC00211	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RMDN2-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RMDN2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CYP1B1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CYP1B1-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ATL2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC016995.3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HNRNPLL	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GALM	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SRSF7	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GEMIN6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DHX57	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MORN2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ARHGEF33	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC375196	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SOS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CDKL4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MAP4K3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC007246.3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TMEM178A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
THUMPD2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC8A1-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC8A1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC104654.1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AC104654.2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C2orf91	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PKDCC	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
AC083949.1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EML4	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
COX7A2L	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
KCNG3	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
MTA3	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
OXER1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HAAO	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
AC016735.2	2	3	1	0	2.3256 	3.4884 	1.7241 	0.0000 
LINC01126	1	3	0	0	1.1628 	3.4884 	0.0000 	0.0000 
ZFP36L2	1	3	0	0	1.1628 	3.4884 	0.0000 	0.0000 
THADA	1	3	1	0	1.1628 	3.4884 	1.7241 	0.0000 
PLEKHH2	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
LOC728819	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DYNC2LI1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ABCG5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
